accession	level_1	level_2	S-121	S-122	S-123	S-124	S-125	S-126	S-127	S-128	S-129	S-130	S-131	S-132	S-133	S-134	S-135	S-136	S-137	S-138	S-139	S-140	S-141	S-142	S-143	S-144	S-145	S-146	S-147	S-148	S-149	S-150	S-151	S-152	S-153	S-154	S-155	S-156	S-157	S-158	S-159	S-160	S-161	S-162	S-163	S-164	S-165	S-166	S-167	S-168	S-169	S-170	S-171	S-172	S-173	S-174	S-175	S-176	S-177	S-178	S-179	S-180	S-181	S-182	S-183	S-184	S-185	S-186	S-187	S-188	S-189	S-190	S-191	S-192
P0AF26_narJ	Denitrification	narJ	28434.0	24038.0	22677.0	22714.0	26964.0	20259.0	30520.0	32799.0	26333.0	17245.0	21207.0	25865.0	17870.0	27146.0	22576.0	24881.0	27691.0	23591.0	25896.0	27828.0	19708.0	28542.0	18336.0	17603.0	20164.0	22693.0	23682.0	17823.0	23042.0	21030.0	19560.0	23228.0	22848.0	19160.0	17593.0	15460.0	19602.0	22553.0	32058.0	23743.0	16348.0	29409.0	22274.0	26019.0	21378.0	19475.0	21120.0	24679.0	21043.0	21938.0	17890.0	27752.0	19185.0	20338.0	21032.0	15453.0	22748.0	30222.0	20856.0	21223.0	22738.0	19638.0	18680.0	28255.0	19813.0	26659.0	22601.0	28965.0	24933.0	25534.0	23664.0	23743.0
P0AF32_narV	Denitrification	narV	239.0	111.0	318.0	163.0	374.0	542.0	490.0	132.0	267.0	435.0	206.0	214.0	154.0	428.0	453.0	480.0	247.0	262.0	267.0	443.0	406.0	529.0	389.0	399.0	333.0	214.0	180.0	111.0	285.0	361.0	267.0	507.0	294.0	335.0	174.0	355.0	318.0	224.0	817.0	427.0	171.0	369.0	381.0	348.0	418.0	181.0	657.0	479.0	118.0	311.0	140.0	452.0	424.0	453.0	397.0	99.0	489.0	207.0	109.0	287.0	108.0	324.0	222.0	611.0	398.0	353.0	43.0	165.0	437.0	888.0	245.0	448.0
P19317_narW	Denitrification	narW	NA	NA	NA	NA	NA	NA	NA	NA	65.0	NA	NA	NA	NA	NA	NA	74.0	NA	38.0	NA	NA	63.0	124.0	32.0	NA	52.0	30.0	NA	NA	NA	NA	NA	NA	NA	NA	31.0	NA	NA	NA	NA	NA	24.0	43.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	216.0	NA	NA	NA	NA	NA	NA	NA	NA
P19318_narY	Denitrification	narY	41704.0	37866.0	33720.0	31050.0	40311.0	28938.0	33667.0	45468.0	33175.0	22490.0	32642.0	38196.0	28395.0	37698.0	29820.0	34079.0	41326.0	35741.0	37128.0	36985.0	26604.0	42957.0	30125.0	27751.0	28157.0	29574.0	33109.0	27591.0	31458.0	30338.0	27381.0	36528.0	31230.0	32130.0	27452.0	23298.0	32230.0	28892.0	40196.0	32398.0	28272.0	38569.0	31209.0	37446.0	30320.0	30008.0	34191.0	36267.0	31546.0	33335.0	26277.0	37856.0	28880.0	30967.0	33508.0	27041.0	32876.0	45359.0	28492.0	32800.0	32763.0	29867.0	31137.0	40580.0	27356.0	40152.0	32711.0	37748.0	30633.0	38602.0	34885.0	38732.0
P19319_narZ	Denitrification	narZ	57659.0	55590.0	48950.0	43998.0	54169.0	46827.0	60258.0	57698.0	42659.0	38592.0	41968.0	51089.0	38861.0	48110.0	40423.0	49301.0	51208.0	53211.0	50532.0	52096.0	43459.0	54520.0	36947.0	38553.0	46630.0	52890.0	48938.0	36904.0	52488.0	49012.0	48968.0	48126.0	46556.0	45280.0	45479.0	35410.0	48935.0	47071.0	57881.0	45438.0	38948.0	63747.0	50964.0	53125.0	44542.0	40416.0	41654.0	54188.0	45504.0	45312.0	39566.0	52374.0	45667.0	45223.0	47756.0	36085.0	47435.0	54257.0	43728.0	43173.0	47484.0	40736.0	37351.0	55933.0	44898.0	53133.0	50469.0	54666.0	43376.0	54258.0	43493.0	45567.0
O33732_nasA	Assimilatory Nitrate Reduction	nasA	401515.0	330195.0	348959.0	294362.0	315954.0	245257.0	394050.0	337794.0	260740.0	222025.0	306649.0	351367.0	278063.0	349581.0	228888.0	262217.0	282940.0	269538.0	321681.0	327254.0	310376.0	385082.0	234030.0	256418.0	317224.0	321917.0	370156.0	251102.0	327842.0	281872.0	279370.0	299557.0	266023.0	252281.0	305825.0	247994.0	342806.0	332299.0	293915.0	249405.0	200426.0	353147.0	317209.0	314789.0	337148.0	276923.0	263458.0	375967.0	297541.0	296468.0	276109.0	373972.0	265731.0	243724.0	317074.0	194914.0	255416.0	315288.0	310655.0	315181.0	354858.0	285015.0	197626.0	281485.0	259777.0	297686.0	312156.0	347595.0	354266.0	391422.0	289428.0	289713.0
P42433_nasB	Assimilatory Nitrate Reduction	nasB	41015.0	34222.0	34697.0	28174.0	35173.0	25080.0	42408.0	38125.0	25586.0	22969.0	27242.0	32146.0	27033.0	36189.0	25446.0	32801.0	32809.0	28337.0	34613.0	32868.0	29013.0	43384.0	24295.0	25183.0	27520.0	28863.0	32000.0	23027.0	28976.0	25620.0	27590.0	29939.0	23718.0	22881.0	24605.0	25803.0	30220.0	30658.0	34864.0	33584.0	20766.0	34483.0	27178.0	29850.0	32249.0	27741.0	30723.0	34792.0	25789.0	30058.0	28143.0	38138.0	25008.0	23668.0	30159.0	20356.0	23663.0	35880.0	28422.0	28961.0	31465.0	26500.0	19774.0	39576.0	23923.0	39368.0	30285.0	34947.0	33517.0	41229.0	32983.0	32994.0
P42434_nasC	Assimilatory Nitrate Reduction	nasC	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P06662_nifD	N Fixation	nifD	7857.0	5631.0	4356.0	2439.0	2724.0	3864.0	5711.0	5471.0	6106.0	3197.0	3740.0	4287.0	987.0	4643.0	3950.0	2145.0	5103.0	2659.0	10355.0	3567.0	3252.0	5198.0	1897.0	3122.0	3689.0	2464.0	2810.0	3988.0	1614.0	4137.0	1919.0	6905.0	4470.0	3584.0	1218.0	2417.0	1570.0	3390.0	6278.0	3591.0	3338.0	3692.0	4389.0	1930.0	2951.0	4539.0	2735.0	3969.0	2581.0	10671.0	1335.0	2578.0	1674.0	1637.0	2064.0	1142.0	3259.0	2718.0	1263.0	4892.0	2404.0	3196.0	3083.0	7066.0	3957.0	3596.0	3318.0	1854.0	4992.0	8298.0	1563.0	1579.0
Q8TJZ9_nifH	N Fixation	nifH	6817.0	5475.0	4083.0	4208.0	4237.0	3413.0	7919.0	4951.0	5501.0	3881.0	4840.0	4382.0	2825.0	5947.0	3308.0	3085.0	5928.0	4162.0	7916.0	4605.0	4042.0	5800.0	2940.0	3675.0	2569.0	3874.0	3473.0	4573.0	5302.0	5446.0	4318.0	5295.0	3798.0	3712.0	2263.0	4366.0	4204.0	5051.0	6287.0	4204.0	4395.0	4636.0	4485.0	2866.0	3936.0	3409.0	3223.0	6529.0	4269.0	7673.0	2912.0	4944.0	2914.0	4331.0	4640.0	2436.0	4338.0	5812.0	2636.0	4866.0	3649.0	3436.0	3434.0	6125.0	3660.0	4181.0	3012.0	5497.0	5708.0	6007.0	3812.0	4407.0
P15052_nifK	N Fixation	nifK	8513.0	7467.0	6138.0	3851.0	3216.0	3265.0	6556.0	6263.0	5003.0	4284.0	4848.0	5208.0	1933.0	3125.0	4575.0	1958.0	4611.0	3476.0	10083.0	4530.0	3491.0	5544.0	3015.0	4201.0	3159.0	4133.0	3785.0	4758.0	3717.0	3862.0	1824.0	7520.0	5080.0	3503.0	1917.0	3661.0	2739.0	5827.0	6043.0	3315.0	3896.0	5115.0	5208.0	3367.0	3916.0	4402.0	3389.0	4525.0	2881.0	9724.0	2299.0	4163.0	2633.0	2310.0	3237.0	1430.0	4345.0	4012.0	1662.0	6296.0	2885.0	4043.0	3984.0	6890.0	4483.0	3791.0	3462.0	4170.0	5331.0	7342.0	2007.0	2623.0
Q3M644_nifW	N Fixation	nifW	1777.0	1481.0	923.0	847.0	485.0	606.0	1192.0	1496.0	833.0	448.0	383.0	983.0	156.0	298.0	1560.0	501.0	619.0	576.0	2553.0	683.0	468.0	1171.0	436.0	647.0	908.0	596.0	452.0	1034.0	235.0	647.0	156.0	2433.0	669.0	1235.0	213.0	925.0	369.0	801.0	1668.0	565.0	366.0	561.0	941.0	847.0	706.0	985.0	548.0	766.0	628.0	2569.0	314.0	327.0	521.0	156.0	556.0	186.0	773.0	819.0	189.0	1377.0	527.0	1141.0	410.0	1624.0	1287.0	740.0	698.0	462.0	766.0	2626.0	270.0	429.0
I3R637_nirA	Assimilatory Nitrate Reduction	nirA	220164.0	199984.0	196489.0	168428.0	191206.0	152307.0	230956.0	207198.0	169529.0	144898.0	174542.0	193984.0	159412.0	189117.0	161213.0	184471.0	183414.0	173651.0	191520.0	201576.0	172207.0	220760.0	141998.0	145098.0	175613.0	184378.0	190798.0	145735.0	196698.0	168738.0	167626.0	185651.0	166429.0	155791.0	169100.0	140840.0	180675.0	181364.0	199779.0	173728.0	126164.0	219905.0	185469.0	186495.0	177444.0	147504.0	156271.0	224688.0	163007.0	178055.0	149385.0	213072.0	156290.0	151235.0	187449.0	127222.0	164011.0	196212.0	168509.0	180088.0	191076.0	148676.0	124833.0	197625.0	160503.0	192360.0	182552.0	202825.0	186820.0	212289.0	179106.0	174115.0
P42435_nirB	Dissimilatory Nitrate Reduction	nirB	277801.0	229768.0	234273.0	203852.0	225701.0	185507.0	280140.0	258868.0	200203.0	148513.0	228817.0	247051.0	183826.0	255549.0	181234.0	221577.0	248900.0	208795.0	233310.0	240704.0	204063.0	284998.0	169147.0	175631.0	215522.0	213633.0	227976.0	177267.0	227157.0	193362.0	202483.0	217892.0	206483.0	185296.0	198122.0	157707.0	222824.0	208435.0	247013.0	203768.0	156170.0	260499.0	223030.0	233502.0	209867.0	189855.0	190039.0	263366.0	210590.0	212457.0	183892.0	263655.0	191781.0	179643.0	216802.0	138573.0	194397.0	243615.0	198842.0	208778.0	227270.0	175337.0	161316.0	236817.0	184943.0	240798.0	224095.0	255384.0	224952.0	257342.0	207326.0	208580.0
P42436_nirD	Dissimilatory Nitrate Reduction	nirD	158012.0	134371.0	144279.0	117992.0	130234.0	106513.0	164026.0	132500.0	106567.0	93825.0	116473.0	148983.0	116863.0	135868.0	89307.0	111218.0	116592.0	110641.0	141573.0	129769.0	125810.0	156041.0	92668.0	103999.0	126059.0	131225.0	147653.0	107370.0	131050.0	121943.0	121402.0	113736.0	99089.0	97200.0	126748.0	118093.0	130193.0	148206.0	120359.0	106965.0	80893.0	162166.0	136691.0	126356.0	132553.0	109370.0	98666.0	166985.0	117057.0	113400.0	111004.0	152579.0	107465.0	106310.0	135676.0	76799.0	95687.0	127204.0	120436.0	137941.0	135647.0	116510.0	71305.0	127393.0	104544.0	130461.0	125898.0	134095.0	139430.0	165468.0	112434.0	116424.0
Q9JTB8_nirK	Denitrification	nirK	288730.0	246306.0	248868.0	204511.0	232741.0	191840.0	299663.0	220896.0	183816.0	165528.0	201485.0	261846.0	196303.0	226737.0	152845.0	201736.0	192396.0	208783.0	243767.0	227136.0	218336.0	294074.0	175533.0	198455.0	226517.0	252710.0	264030.0	196505.0	238124.0	216522.0	207333.0	207810.0	178534.0	167105.0	226942.0	198253.0	254328.0	264400.0	201653.0	184509.0	139999.0	287055.0	229043.0	214909.0	238544.0	211529.0	176372.0	308386.0	203739.0	200112.0	199804.0	263982.0	182846.0	189576.0	221136.0	144791.0	158678.0	209096.0	221876.0	244317.0	248261.0	202522.0	121845.0	200751.0	180529.0	235194.0	214023.0	231494.0	239564.0	302144.0	199862.0	219583.0
Q51700_nirS	Denitrification	nirS	63566.0	49784.0	54009.0	40235.0	45598.0	36883.0	62598.0	43180.0	37458.0	32398.0	42717.0	55785.0	44266.0	48756.0	33019.0	42311.0	40344.0	38978.0	49565.0	44150.0	45766.0	58480.0	35111.0	38529.0	49324.0	55317.0	57284.0	40983.0	51043.0	41107.0	42292.0	44489.0	37638.0	30484.0	44533.0	40148.0	51948.0	52324.0	40895.0	39819.0	31154.0	61872.0	48492.0	46484.0	51186.0	42770.0	36578.0	63269.0	38296.0	37280.0	42260.0	53083.0	38271.0	37890.0	52918.0	27298.0	32467.0	40110.0	46562.0	48102.0	51521.0	42506.0	23852.0	41075.0	37978.0	47731.0	46812.0	51561.0	50755.0	64367.0	40097.0	45528.0
A0A095RIG7_nmo	Organic Degradation and Synthesis	nmo	742829.0	639390.0	637289.0	539525.0	622250.0	496774.0	780124.0	671132.0	556672.0	458228.0	555081.0	624350.0	503216.0	609858.0	507118.0	590605.0	598058.0	580389.0	621584.0	613908.0	563779.0	697486.0	469677.0	478036.0	584621.0	607771.0	628753.0	490940.0	652777.0	547112.0	548552.0	605202.0	551318.0	503982.0	559836.0	452228.0	594711.0	588772.0	647810.0	562819.0	421820.0	739517.0	606405.0	600910.0	600478.0	503542.0	516569.0	727523.0	533793.0	568407.0	492227.0	678406.0	527399.0	495100.0	612200.0	399347.0	524804.0	641138.0	552160.0	557295.0	629888.0	490596.0	403517.0	628493.0	522413.0	623640.0	596222.0	651770.0	623441.0	679482.0	577603.0	561402.0
Q59647_norB	Denitrification	norB	139336.0	126241.0	116573.0	100813.0	111841.0	93354.0	147585.0	112248.0	93080.0	82778.0	96995.0	116038.0	95478.0	111311.0	88054.0	100491.0	92637.0	99818.0	116662.0	106778.0	105420.0	139511.0	90041.0	95826.0	108955.0	118723.0	119463.0	89855.0	118357.0	104201.0	105196.0	105276.0	87913.0	81140.0	103849.0	83934.0	115250.0	126635.0	107554.0	88037.0	69093.0	131313.0	112948.0	105606.0	115446.0	103070.0	93575.0	143346.0	94305.0	101101.0	91612.0	128751.0	90349.0	89638.0	112846.0	70119.0	83909.0	106806.0	100829.0	105291.0	113700.0	95626.0	64246.0	98960.0	88081.0	107678.0	102956.0	109414.0	120895.0	141672.0	98085.0	112553.0
O50651_norC	Denitrification	norC	24067.0	19199.0	22251.0	19498.0	19183.0	15277.0	28099.0	15712.0	15579.0	13316.0	18173.0	21818.0	19158.0	19767.0	14637.0	17119.0	15887.0	16386.0	21436.0	21194.0	20888.0	26779.0	13582.0	18871.0	17100.0	22786.0	24377.0	15707.0	19534.0	18276.0	15901.0	16431.0	13811.0	13241.0	17266.0	14852.0	20926.0	25612.0	18510.0	18267.0	13212.0	22504.0	20073.0	17637.0	23880.0	18983.0	14644.0	30568.0	15394.0	17026.0	15641.0	23563.0	14303.0	15638.0	17480.0	11005.0	11769.0	18126.0	17743.0	19997.0	23310.0	18916.0	10435.0	19151.0	16021.0	17899.0	18802.0	19409.0	22058.0	27270.0	14313.0	19891.0
P94127_nosZ	Denitrification	nosZ	190052.0	151461.0	157410.0	122296.0	154119.0	122377.0	192214.0	141150.0	122553.0	106519.0	130317.0	152325.0	124934.0	146570.0	111741.0	139202.0	136837.0	130876.0	158696.0	147087.0	143227.0	180168.0	114839.0	122726.0	144129.0	159132.0	170588.0	114774.0	151772.0	126641.0	138108.0	137453.0	119484.0	107616.0	141408.0	112510.0	151817.0	158176.0	142699.0	133577.0	96502.0	182385.0	145679.0	137604.0	150811.0	121065.0	118747.0	193493.0	128502.0	126274.0	121637.0	159661.0	121940.0	113765.0	150412.0	94524.0	113189.0	138307.0	138098.0	135198.0	159414.0	123523.0	87778.0	145261.0	117298.0	147003.0	140352.0	149365.0	149883.0	184117.0	128590.0	138580.0
B6EH98_nrfA	Dissimilatory Nitrate Reduction	nrfA	23848.0	16801.0	24600.0	18388.0	13055.0	10270.0	17769.0	12728.0	10365.0	8069.0	20835.0	26690.0	21118.0	21857.0	5641.0	7251.0	11180.0	8901.0	15195.0	13728.0	18488.0	27085.0	11735.0	15213.0	19491.0	16933.0	25833.0	17069.0	15622.0	11337.0	13761.0	11503.0	10074.0	8943.0	21864.0	18022.0	24852.0	25358.0	8835.0	8220.0	7890.0	13210.0	15947.0	14095.0	23491.0	19216.0	11016.0	23030.0	16625.0	11478.0	19638.0	24907.0	12436.0	11343.0	15199.0	8735.0	9354.0	11643.0	20433.0	22352.0	25828.0	19149.0	5737.0	7468.0	10778.0	11716.0	15957.0	19055.0	21006.0	25173.0	13465.0	15519.0
P45016_nrfB	Dissimilatory Nitrate Reduction	nrfB	529.0	307.0	253.0	296.0	359.0	229.0	551.0	77.0	345.0	229.0	470.0	347.0	302.0	511.0	338.0	492.0	191.0	202.0	119.0	354.0	257.0	362.0	61.0	295.0	375.0	288.0	278.0	198.0	530.0	112.0	225.0	247.0	873.0	193.0	245.0	48.0	589.0	131.0	694.0	374.0	542.0	317.0	390.0	423.0	336.0	409.0	623.0	1000.0	335.0	375.0	300.0	273.0	268.0	295.0	617.0	174.0	407.0	285.0	561.0	610.0	333.0	98.0	327.0	134.0	482.0	453.0	188.0	721.0	271.0	868.0	418.0	286.0
P0AAK8_nrfC	Dissimilatory Nitrate Reduction	nrfC	58449.0	51931.0	49650.0	46381.0	48817.0	39409.0	62423.0	46749.0	45930.0	42068.0	43454.0	49430.0	41567.0	47646.0	34627.0	48410.0	39223.0	39222.0	45733.0	50566.0	44933.0	59763.0	33974.0	38877.0	50960.0	57585.0	56457.0	40272.0	51974.0	44570.0	44778.0	48085.0	40681.0	40588.0	46796.0	38984.0	50613.0	57676.0	49021.0	45690.0	28205.0	55497.0	54245.0	47468.0	52669.0	41055.0	36756.0	63491.0	46056.0	39756.0	40954.0	54652.0	39369.0	35994.0	47039.0	30394.0	43320.0	49940.0	50980.0	45488.0	53701.0	38910.0	32229.0	48926.0	39379.0	46635.0	43797.0	50570.0	50108.0	55088.0	42669.0	46201.0
P32709_nrfD	Dissimilatory Nitrate Reduction	nrfD	1862.0	2362.0	1951.0	223.0	885.0	922.0	1742.0	504.0	1535.0	804.0	706.0	1401.0	1464.0	1948.0	591.0	863.0	553.0	883.0	2092.0	907.0	1690.0	1851.0	997.0	1220.0	1451.0	2251.0	2113.0	895.0	1721.0	1327.0	843.0	671.0	1023.0	780.0	1111.0	1522.0	1728.0	2599.0	497.0	1353.0	441.0	2145.0	1466.0	1016.0	1590.0	1892.0	659.0	2662.0	1356.0	1039.0	1571.0	1370.0	1281.0	1179.0	1342.0	563.0	496.0	741.0	1344.0	1649.0	1687.0	1525.0	437.0	820.0	1038.0	928.0	1470.0	1698.0	1570.0	2303.0	1340.0	2091.0
A0A0U5IQ41_nxrA	Nitrification	nxrA	155.0	NA	NA	NA	NA	NA	34.0	NA	221.0	63.0	130.0	NA	32.0	NA	141.0	56.0	NA	NA	NA	NA	96.0	NA	NA	64.0	NA	25.0	78.0	NA	148.0	NA	60.0	103.0	NA	NA	NA	50.0	NA	81.0	47.0	52.0	105.0	NA	47.0	28.0	NA	NA	102.0	39.0	58.0	NA	NA	NA	NA	84.0	NA	NA	NA	NA	NA	62.0	32.0	NA	87.0	102.0	NA	55.0	NA	84.0	61.0	43.0	68.0	NA
A0A0U5C547_nxrB	Nitrification	nxrB	8590.0	7335.0	6673.0	6358.0	6162.0	6570.0	9040.0	4309.0	5474.0	6814.0	6136.0	6129.0	7146.0	5286.0	4372.0	5787.0	4190.0	4699.0	8890.0	5617.0	7025.0	7811.0	4223.0	7745.0	8586.0	9190.0	6896.0	5815.0	7795.0	6166.0	6699.0	4860.0	3045.0	4137.0	6303.0	5186.0	6258.0	10369.0	4594.0	5449.0	2776.0	8331.0	6893.0	6281.0	7397.0	5412.0	4774.0	12502.0	4619.0	5096.0	5473.0	10314.0	5245.0	5103.0	5962.0	4074.0	3358.0	4402.0	7109.0	6820.0	6449.0	6537.0	2543.0	5817.0	5636.0	5790.0	4841.0	6613.0	6738.0	7870.0	4974.0	5528.0
A0A222C7E8_pmoA	Other	pmoA	793.0	283.0	705.0	133.0	391.0	48.0	522.0	107.0	479.0	375.0	300.0	108.0	213.0	39.0	580.0	242.0	24.0	236.0	525.0	179.0	251.0	145.0	218.0	231.0	264.0	452.0	697.0	607.0	200.0	290.0	195.0	202.0	159.0	265.0	124.0	282.0	667.0	469.0	214.0	342.0	213.0	464.0	502.0	194.0	361.0	152.0	108.0	396.0	480.0	148.0	507.0	541.0	114.0	73.0	NA	362.0	156.0	160.0	303.0	281.0	129.0	207.0	43.0	415.0	129.0	302.0	335.0	274.0	293.0	651.0	121.0	298.0
A0A1S9D0A5_pmoB	Other	pmoB	3612.0	2727.0	3267.0	2308.0	3237.0	2400.0	4249.0	2229.0	2663.0	2081.0	2381.0	3585.0	1687.0	2648.0	1678.0	2974.0	2946.0	2709.0	3257.0	3413.0	2918.0	3901.0	1691.0	1986.0	2066.0	3710.0	4300.0	1764.0	3331.0	2754.0	3397.0	2747.0	2375.0	1642.0	3060.0	2493.0	3697.0	4654.0	2590.0	2044.0	2096.0	4473.0	3551.0	2435.0	3244.0	3400.0	1917.0	3670.0	2308.0	2801.0	2635.0	2899.0	3175.0	2096.0	3577.0	1766.0	2328.0	2223.0	2798.0	2732.0	3093.0	2196.0	1900.0	1944.0	3017.0	2644.0	3487.0	2935.0	3718.0	3699.0	2548.0	2111.0
D5MIN0_pmoC	Other	pmoC	609.0	623.0	937.0	460.0	605.0	412.0	668.0	98.0	178.0	400.0	278.0	624.0	468.0	532.0	123.0	334.0	211.0	196.0	664.0	611.0	518.0	615.0	199.0	729.0	468.0	993.0	598.0	620.0	573.0	708.0	361.0	310.0	73.0	138.0	684.0	464.0	547.0	943.0	400.0	544.0	652.0	545.0	573.0	258.0	627.0	312.0	209.0	791.0	564.0	931.0	807.0	435.0	209.0	357.0	599.0	184.0	594.0	347.0	480.0	779.0	774.0	751.0	52.0	439.0	455.0	427.0	584.0	300.0	601.0	783.0	201.0	354.0
Q2YPD7_ureA	Organic Degradation and Synthesis	ureA	48368.0	37632.0	46086.0	34789.0	40294.0	37144.0	52277.0	44178.0	33412.0	29699.0	40077.0	41098.0	34646.0	44433.0	29125.0	33799.0	41489.0	33754.0	41047.0	41737.0	39098.0	45423.0	26753.0	30556.0	40887.0	35739.0	45928.0	33387.0	42122.0	37916.0	37867.0	36732.0	37433.0	32921.0	35365.0	31746.0	40205.0	44152.0	37783.0	33172.0	27949.0	45703.0	42707.0	39462.0	40674.0	34468.0	28686.0	46891.0	36978.0	38559.0	34219.0	46908.0	32477.0	35307.0	40016.0	24578.0	34650.0	39540.0	38589.0	39549.0	41281.0	31963.0	25202.0	35946.0	32162.0	40419.0	40513.0	44289.0	40303.0	44013.0	35094.0	35446.0
P69996_ureB	Organic Degradation and Synthesis	ureB	43535.0	31712.0	37838.0	31870.0	34456.0	32663.0	45414.0	38601.0	30143.0	25461.0	34665.0	38429.0	27852.0	38844.0	26391.0	26706.0	38231.0	32713.0	36550.0	35366.0	33540.0	38479.0	22620.0	26685.0	35113.0	31126.0	37562.0	30172.0	34717.0	31525.0	35642.0	32978.0	32434.0	27853.0	30789.0	29266.0	32643.0	36683.0	33731.0	25182.0	22988.0	40081.0	34112.0	34186.0	36678.0	29943.0	25812.0	37469.0	30345.0	32854.0	27951.0	39870.0	29824.0	28668.0	34911.0	20869.0	31003.0	34555.0	33849.0	33060.0	35410.0	29431.0	21049.0	27273.0	28471.0	36059.0	33484.0	35623.0	34080.0	37764.0	28805.0	28654.0
P18314_ureC	Organic Degradation and Synthesis	ureC	212402.0	178146.0	186065.0	157851.0	185728.0	147131.0	220167.0	200202.0	160298.0	129882.0	175898.0	186114.0	149238.0	178355.0	141080.0	152524.0	173721.0	153872.0	180854.0	187956.0	167587.0	196105.0	127235.0	129499.0	165376.0	173144.0	185901.0	139809.0	188154.0	162530.0	166061.0	173942.0	165007.0	147022.0	166864.0	133212.0	175221.0	171237.0	175509.0	145607.0	123135.0	196649.0	185034.0	173166.0	179249.0	140669.0	145743.0	201524.0	160339.0	168242.0	143724.0	193108.0	162338.0	142520.0	184824.0	113876.0	157934.0	175164.0	163252.0	161694.0	181548.0	141749.0	119445.0	158251.0	158114.0	174500.0	183639.0	197793.0	185323.0	190469.0	164678.0	147492.0
