accession	level_1	level_2	S-121	S-122	S-123	S-124	S-125	S-126	S-127	S-128	S-129	S-130	S-131	S-132	S-133	S-134	S-135	S-136	S-137	S-138	S-139	S-140	S-141	S-142	S-143	S-144	S-145	S-146	S-147	S-148	S-149	S-150	S-151	S-152	S-153	S-154	S-155	S-156	S-157	S-158	S-159	S-160	S-161	S-162	S-163	S-164	S-165	S-166	S-167	S-168	S-169	S-170	S-171	S-172	S-173	S-174	S-175	S-176	S-177	S-178	S-179	S-180	S-181	S-182	S-183	S-184	S-185	S-186	S-187	S-188	S-189	S-190	S-191	S-192
tbw:NCTC13354_01106_nrdF	Pyrimidine metabolism	nrdF	122757.0	36435.0	47472.0	33639.0	40537.0	32976.0	52443.0	61490.0	41264.0	27328.0	42854.0	47873.0	27974.0	46732.0	26153.0	78730.0	41435.0	38109.0	38226.0	46636.0	34159.0	47920.0	40461.0	28309.0	35587.0	37494.0	33097.0	23468.0	38418.0	37867.0	30430.0	48867.0	31675.0	30855.0	28929.0	44677.0	37918.0	31916.0	35711.0	29001.0	21887.0	45123.0	34772.0	34275.0	31213.0	31321.0	31968.0	47025.0	34630.0	87998.0	28696.0	42481.0	32135.0	31887.0	34369.0	27641.0	41501.0	55351.0	32894.0	46495.0	31864.0	29101.0	18867.0	93771.0	36326.0	38123.0	35549.0	44516.0	35383.0	56249.0	34655.0	38308.0
taw:EI545_19665_nrdJ	Pyrimidine metabolism	nrdJ	1874350.0	604030.0	743625.0	494920.0	575588.0	447891.0	854565.0	742572.0	680316.0	437315.0	590775.0	743326.0	470790.0	569750.0	396176.0	1297287.0	491104.0	520958.0	562780.0	642404.0	506347.0	747110.0	567907.0	444943.0	637149.0	692624.0	566709.0	397605.0	594716.0	557789.0	465690.0	701731.0	480806.0	451075.0	526897.0	704877.0	597782.0	556302.0	530586.0	462932.0	337915.0	682106.0	569133.0	500328.0	564873.0	453625.0	460948.0	753259.0	511226.0	1431373.0	431954.0	618531.0	479329.0	454238.0	544691.0	427051.0	655385.0	792700.0	514633.0	725980.0	525238.0	489840.0	286672.0	1450491.0	599283.0	550702.0	524156.0	555244.0	566163.0	853025.0	532047.0	524615.0
tdl:TDEL_0F00200_olpA	Organic phosphoester hydrolysis	olpA	NA	NA	NA	NA	NA	NA	NA	49.0	268.0	180.0	95.0	259.0	55.0	269.0	36.0	180.0	84.0	39.0	NA	135.0	NA	255.0	152.0	NA	732.0	112.0	60.0	29.0	29.0	53.0	69.0	NA	38.0	163.0	NA	NA	NA	NA	53.0	108.0	250.0	415.0	211.0	190.0	42.0	NA	77.0	NA	NA	262.0	NA	NA	147.0	NA	NA	NA	87.0	29.0	121.0	NA	NA	NA	29.0	NA	NA	42.0	NA	70.0	57.0	NA	NA	203.0
tsm:ASU32_10025_opd	Organic phosphoester hydrolysis	opd	160036.0	50882.0	66665.0	42612.0	45940.0	33504.0	76772.0	59890.0	52734.0	31284.0	45825.0	68848.0	42208.0	51017.0	30051.0	110512.0	36775.0	41987.0	49763.0	52921.0	43593.0	64062.0	47156.0	36555.0	53553.0	59190.0	55043.0	32976.0	48932.0	45838.0	34520.0	56428.0	35176.0	33550.0	45651.0	59222.0	53796.0	50468.0	39087.0	38534.0	23360.0	58397.0	44323.0	44107.0	45598.0	39029.0	34126.0	65561.0	40907.0	108723.0	37031.0	54656.0	36677.0	34981.0	44334.0	32225.0	45536.0	63468.0	45696.0	60019.0	47398.0	42861.0	23338.0	132766.0	48479.0	47126.0	43536.0	46327.0	52272.0	80605.0	41119.0	44262.0
A0A076P1E9_pafA	Organic phosphoester hydrolysis	pafA	27166.0	10555.0	9644.0	7210.0	9485.0	7902.0	15829.0	9249.0	7689.0	6744.0	13046.0	12244.0	6995.0	12332.0	4338.0	16819.0	6038.0	6730.0	10060.0	8001.0	11703.0	14348.0	10070.0	8199.0	12528.0	11119.0	9070.0	5704.0	9521.0	8010.0	7692.0	8753.0	5968.0	6554.0	9153.0	11358.0	9625.0	9873.0	6885.0	4767.0	4580.0	10382.0	7107.0	6437.0	10935.0	8185.0	6175.0	16570.0	6981.0	21987.0	6454.0	9378.0	5585.0	6693.0	11045.0	5233.0	9378.0	10214.0	10269.0	11359.0	7811.0	8820.0	3654.0	25870.0	8655.0	6131.0	8486.0	7522.0	11286.0	14157.0	7561.0	8924.0
1001530.BACE01000027_gene941_pbfA	Phosphonate and phosphinate metabolism	pbfA	1572266.0	502402.0	628995.0	414540.0	504864.0	388382.0	755047.0	636341.0	566557.0	363748.0	502828.0	647780.0	393632.0	506582.0	333866.0	1084191.0	413459.0	423621.0	497389.0	547189.0	416424.0	640649.0	459881.0	368946.0	533853.0	578369.0	471305.0	328039.0	494264.0	459070.0	394445.0	582638.0	411571.0	382063.0	421805.0	589254.0	503493.0	453423.0	467530.0	401670.0	276867.0	594877.0	462176.0	419442.0	467536.0	380345.0	366932.0	645513.0	410224.0	1195467.0	355103.0	532290.0	382665.0	373559.0	437214.0	343423.0	527015.0	664036.0	433607.0	609136.0	438369.0	414265.0	235211.0	1252283.0	506330.0	467777.0	444964.0	493035.0	467678.0	729204.0	412738.0	443065.0
taa:NMY3_03308_pckA	Pyruvate metabolism	pckA	592469.0	197773.0	237078.0	155142.0	186365.0	149790.0	285121.0	218802.0	202858.0	135877.0	194605.0	241211.0	152730.0	185871.0	124287.0	398264.0	146801.0	161110.0	174555.0	201957.0	177652.0	251732.0	177622.0	142526.0	212772.0	226093.0	189342.0	125531.0	191953.0	187978.0	152042.0	225626.0	146783.0	143452.0	174099.0	235560.0	189606.0	191925.0	159511.0	140176.0	105604.0	227666.0	174089.0	150964.0	186442.0	153246.0	147875.0	257143.0	158875.0	449061.0	134316.0	189708.0	148139.0	139991.0	173290.0	133306.0	195428.0	233561.0	165229.0	230975.0	168225.0	153534.0	85173.0	412765.0	191478.0	172342.0	162692.0	170510.0	192947.0	298098.0	178390.0	173928.0
tak:Tharo_0861_pckG	Pyruvate metabolism	pckG	1117030.0	352996.0	425703.0	294595.0	348752.0	279874.0	507065.0	476019.0	407053.0	258212.0	377739.0	470940.0	279581.0	388317.0	249284.0	804128.0	330114.0	316540.0	355726.0	396669.0	310331.0	465045.0	353695.0	264145.0	362869.0	399825.0	335651.0	237982.0	353431.0	326981.0	276448.0	431315.0	304576.0	280065.0	302881.0	414875.0	345931.0	329017.0	325951.0	277578.0	216197.0	413698.0	326024.0	302893.0	327154.0	282795.0	288390.0	455112.0	293746.0	855834.0	249592.0	384485.0	285852.0	272885.0	326364.0	262176.0	393155.0	487849.0	301249.0	432225.0	314780.0	291101.0	182128.0	895867.0	349953.0	346092.0	314707.0	366511.0	324473.0	512467.0	322628.0	332142.0
tcr:511589.140_pepM	Phosphonate and phosphinate metabolism	pepM	422733.0	142165.0	163817.0	110056.0	132964.0	105412.0	208456.0	184168.0	164874.0	107009.0	143518.0	175989.0	106032.0	142411.0	97355.0	316446.0	123330.0	120023.0	148296.0	153163.0	120577.0	183027.0	125876.0	108067.0	140674.0	163282.0	128024.0	86903.0	137758.0	137491.0	107744.0	173165.0	110288.0	104580.0	119677.0	160676.0	129904.0	137338.0	130826.0	113415.0	79334.0	171363.0	134182.0	117557.0	134982.0	112110.0	112967.0	197040.0	105508.0	335361.0	91532.0	139081.0	103050.0	100518.0	128449.0	95223.0	153303.0	181593.0	117585.0	168381.0	119171.0	106106.0	68414.0	347575.0	138468.0	136991.0	121460.0	135160.0	136940.0	223342.0	130086.0	132029.0
1080067.BAZH01000028_gene1198_pgtA	Two-component system	pgtA	145128.0	42869.0	67862.0	41702.0	44892.0	39007.0	68354.0	55315.0	50819.0	33996.0	56410.0	67333.0	39178.0	52781.0	26653.0	80494.0	35493.0	36654.0	50772.0	60925.0	49279.0	66253.0	41721.0	38875.0	50281.0	51904.0	55914.0	32999.0	49188.0	44832.0	38684.0	48278.0	36672.0	31815.0	44846.0	70066.0	55051.0	52763.0	39356.0	25184.0	25760.0	52162.0	48500.0	42130.0	48516.0	39850.0	36848.0	58064.0	42765.0	95532.0	38176.0	54229.0	39517.0	37765.0	49816.0	31108.0	47746.0	51214.0	46474.0	62451.0	53569.0	41033.0	16421.0	79487.0	44390.0	38128.0	45518.0	47561.0	49634.0	83838.0	38123.0	39321.0
1080067.BAZH01000028_gene1199_pgtB	Two-component system	pgtB	84512.0	30214.0	36726.0	25041.0	22301.0	17902.0	44484.0	30457.0	22701.0	15271.0	22061.0	39536.0	22542.0	31192.0	14011.0	49883.0	19854.0	20990.0	28168.0	28237.0	26690.0	41560.0	25261.0	19600.0	25937.0	33412.0	32277.0	19556.0	29870.0	25866.0	23233.0	33862.0	16179.0	13979.0	25441.0	31671.0	30158.0	27933.0	19240.0	14950.0	11213.0	28111.0	24921.0	23031.0	28554.0	23314.0	21173.0	36608.0	20770.0	57025.0	23080.0	30130.0	18770.0	18614.0	28092.0	18992.0	23614.0	31829.0	26331.0	35327.0	26467.0	22690.0	8148.0	42447.0	24753.0	23884.0	25808.0	26303.0	29352.0	44825.0	23463.0	23777.0
1089447.RHAA1_01574_pgtC	Two-component system	pgtC	11113.0	2482.0	7481.0	3834.0	1536.0	2046.0	3995.0	2904.0	1417.0	1446.0	5464.0	8040.0	5020.0	6095.0	1252.0	3170.0	1751.0	1540.0	3359.0	3446.0	5918.0	8446.0	2311.0	3914.0	5122.0	3088.0	7180.0	2549.0	1998.0	3052.0	1474.0	2164.0	1522.0	1598.0	4272.0	8560.0	6409.0	8064.0	993.0	1402.0	1478.0	2564.0	3932.0	2315.0	5878.0	4307.0	1626.0	7206.0	3735.0	4400.0	4560.0	5380.0	2395.0	1390.0	1888.0	1362.0	2206.0	2578.0	6366.0	7814.0	5501.0	4849.0	850.0	4055.0	1506.0	1330.0	3412.0	3617.0	5439.0	9551.0	3491.0	3179.0
1095749.HMPREF1052_0268_pgtP	Transporters	pgtP	11750.0	6477.0	4467.0	1340.0	4063.0	3155.0	8401.0	3716.0	2432.0	3394.0	1553.0	5109.0	1540.0	1702.0	1864.0	7678.0	3180.0	2393.0	6252.0	3274.0	1785.0	3300.0	3070.0	1292.0	5041.0	4363.0	2770.0	1557.0	4973.0	3971.0	2571.0	6778.0	4199.0	3898.0	2468.0	2222.0	2705.0	2664.0	3780.0	3292.0	2696.0	6191.0	3949.0	2766.0	3713.0	1837.0	1778.0	5995.0	1868.0	19411.0	673.0	2900.0	2294.0	2264.0	4407.0	2227.0	4140.0	3343.0	2289.0	2238.0	2155.0	3403.0	1328.0	18654.0	4021.0	4615.0	2364.0	3232.0	1891.0	6822.0	2380.0	2775.0
thas:C6Y53_07950_phnA	Phosphonate and phosphinate metabolism	phnA	88869.0	28053.0	38716.0	22759.0	26002.0	20320.0	42044.0	32887.0	33306.0	20702.0	30098.0	37648.0	23441.0	30818.0	14608.0	51915.0	24176.0	25300.0	26600.0	31257.0	26641.0	40034.0	27504.0	20255.0	31693.0	31586.0	31918.0	17155.0	28109.0	27763.0	21315.0	28945.0	25307.0	19357.0	25487.0	42334.0	33228.0	29334.0	24751.0	22769.0	15532.0	32286.0	27941.0	22598.0	30058.0	19410.0	21763.0	42876.0	22267.0	58108.0	21189.0	32082.0	22767.0	18603.0	27424.0	17564.0	32800.0	34626.0	29248.0	32608.0	29211.0	22177.0	12855.0	61430.0	25973.0	27593.0	24427.0	29041.0	32017.0	45764.0	28096.0	23609.0
tab:CIG75_15320_phnC	Transporters	phnC	220316.0	67486.0	94576.0	64424.0	74065.0	56680.0	111655.0	106787.0	87207.0	52908.0	77466.0	93797.0	58356.0	76524.0	49076.0	150548.0	68013.0	58891.0	80228.0	90818.0	65078.0	99635.0	68326.0	51250.0	72998.0	75319.0	73430.0	50363.0	74082.0	70280.0	58080.0	96601.0	64604.0	57666.0	65433.0	90544.0	73983.0	75072.0	69713.0	57417.0	40952.0	81557.0	76328.0	62025.0	73612.0	56852.0	55124.0	93967.0	61978.0	205298.0	52171.0	83734.0	62110.0	56197.0	68504.0	51225.0	85024.0	97312.0	65213.0	88415.0	62468.0	65487.0	37832.0	183274.0	74435.0	73872.0	69964.0	83562.0	77190.0	119515.0	72640.0	64713.0
1006000.GKAS_00596_phnD	Transporters	phnD	73068.0	22552.0	30265.0	21000.0	21870.0	19276.0	35491.0	30314.0	24482.0	15630.0	26412.0	30301.0	19869.0	26387.0	14336.0	41672.0	20078.0	18400.0	24462.0	31520.0	24175.0	33337.0	19066.0	19464.0	25656.0	25258.0	26049.0	15479.0	22550.0	23969.0	19289.0	26708.0	20467.0	16884.0	22850.0	27936.0	28026.0	26903.0	19235.0	14954.0	12041.0	24896.0	24127.0	20417.0	24875.0	20093.0	21230.0	34540.0	21590.0	62303.0	18924.0	26483.0	19599.0	15145.0	22278.0	15736.0	25369.0	25892.0	22671.0	25287.0	23050.0	21080.0	11816.0	57727.0	22577.0	21643.0	22807.0	27754.0	26809.0	38264.0	22225.0	18132.0
102129.Lepto7375DRAFT_1848_phnD_phosphite	Transporters	phnD_phosphite	35261.0	9211.0	15518.0	9694.0	9790.0	9996.0	19047.0	12138.0	11042.0	6836.0	14568.0	16681.0	10409.0	13688.0	6495.0	18548.0	9059.0	8407.0	13117.0	17732.0	10424.0	18386.0	8829.0	10123.0	12065.0	12426.0	14745.0	7604.0	8444.0	10606.0	9568.0	12310.0	7133.0	5627.0	9619.0	16861.0	15348.0	13256.0	8628.0	6101.0	5008.0	13654.0	12452.0	11542.0	12142.0	9555.0	7366.0	14824.0	8427.0	18978.0	9701.0	13111.0	9268.0	8112.0	10064.0	6581.0	8232.0	11683.0	10030.0	14853.0	10559.0	11674.0	3743.0	22398.0	7944.0	8778.0	11894.0	10830.0	11021.0	19556.0	5956.0	11112.0
tab:CIG75_15310_phnE	Transporters	phnE	142329.0	43172.0	52016.0	34508.0	43673.0	42041.0	68424.0	64910.0	55521.0	31932.0	48158.0	58053.0	36110.0	43696.0	33542.0	89517.0	39955.0	37267.0	47431.0	58269.0	39769.0	55304.0	39669.0	31279.0	48332.0	46190.0	45333.0	28509.0	48045.0	42886.0	37623.0	54971.0	43083.0	34335.0	41984.0	54490.0	48128.0	45856.0	42563.0	33616.0	25364.0	48694.0	45447.0	39817.0	46449.0	34185.0	34823.0	52674.0	42252.0	124268.0	33621.0	48279.0	40795.0	33591.0	47972.0	27919.0	54551.0	58051.0	40158.0	55459.0	40963.0	32704.0	25084.0	110839.0	49637.0	43446.0	47809.0	45438.0	50268.0	67820.0	43755.0	33529.0
taw:EI545_16395_phnF	Others	phnF	399714.0	117860.0	136342.0	86416.0	108427.0	87957.0	170460.0	166053.0	143443.0	72210.0	104177.0	143654.0	83567.0	117228.0	86164.0	292763.0	113009.0	109467.0	116339.0	139068.0	92694.0	150330.0	104107.0	78709.0	107545.0	121068.0	97058.0	74372.0	105702.0	98338.0	85189.0	139350.0	99641.0	85264.0	86263.0	118086.0	103618.0	98312.0	126518.0	104183.0	63432.0	146502.0	97614.0	103818.0	97157.0	81578.0	86920.0	133693.0	94909.0	336539.0	76623.0	125007.0	89968.0	82304.0	104685.0	80668.0	132743.0	159678.0	91058.0	139068.0	99066.0	85559.0	70292.0	389502.0	125374.0	131045.0	104216.0	125186.0	103871.0	181466.0	94849.0	107626.0
taw:EI545_16400_phnG	Phosphonate and phosphinate metabolism	phnG	15641.0	3751.0	4118.0	2824.0	3738.0	3743.0	7611.0	6065.0	5771.0	2325.0	3753.0	5282.0	2302.0	3791.0	4104.0	8380.0	4550.0	3972.0	5068.0	4774.0	3505.0	4545.0	3844.0	2522.0	4054.0	3167.0	4473.0	2599.0	4124.0	3774.0	3444.0	6646.0	4262.0	3589.0	2262.0	5194.0	2981.0	3292.0	4845.0	3109.0	2298.0	4565.0	3944.0	2980.0	3633.0	2302.0	3806.0	3976.0	4352.0	12764.0	3000.0	4148.0	4184.0	2547.0	4621.0	2854.0	6327.0	5580.0	3517.0	6445.0	3267.0	2984.0	3238.0	12146.0	4379.0	4296.0	5262.0	4389.0	5092.0	6564.0	4392.0	2301.0
taw:EI545_05200_phnH	Phosphonate and phosphinate metabolism	phnH	18035.0	6201.0	11741.0	3812.0	4258.0	3432.0	7283.0	6748.0	12526.0	2912.0	9696.0	13402.0	6703.0	11101.0	5854.0	10611.0	3408.0	5980.0	9307.0	13032.0	4341.0	6359.0	4178.0	5034.0	4660.0	4460.0	6533.0	2993.0	5391.0	7503.0	6686.0	7069.0	5057.0	3165.0	3311.0	5727.0	3793.0	2927.0	9016.0	3785.0	3110.0	5807.0	5284.0	3663.0	4044.0	9688.0	4616.0	4720.0	5165.0	16475.0	3143.0	8598.0	3832.0	3176.0	6687.0	2351.0	11896.0	6106.0	4728.0	11704.0	3819.0	9935.0	3690.0	15385.0	15154.0	10577.0	5796.0	6822.0	4471.0	11317.0	7121.0	3368.0
taw:EI545_05195_phnI	Phosphonate and phosphinate metabolism	phnI	62809.0	19702.0	24745.0	14311.0	18067.0	12875.0	32249.0	29228.0	24636.0	13348.0	17933.0	22695.0	13871.0	18842.0	15600.0	45932.0	17813.0	17169.0	22064.0	23378.0	15319.0	23974.0	16447.0	13545.0	18896.0	21132.0	17013.0	9984.0	19127.0	17705.0	14933.0	25914.0	16574.0	15474.0	13142.0	20455.0	17092.0	17716.0	21980.0	16052.0	10617.0	21461.0	17956.0	16058.0	18627.0	16257.0	17045.0	24559.0	17904.0	55282.0	11625.0	18083.0	15139.0	14116.0	20642.0	12563.0	26017.0	25082.0	15070.0	21537.0	17569.0	15978.0	13307.0	57216.0	20259.0	19465.0	20096.0	19868.0	18980.0	31318.0	17386.0	14722.0
taw:EI545_05190_phnJ	Phosphonate and phosphinate metabolism	phnJ	34208.0	10467.0	12541.0	7895.0	9972.0	8146.0	19775.0	17465.0	16087.0	7374.0	12744.0	14411.0	6779.0	8814.0	8135.0	20345.0	11548.0	8723.0	10555.0	14883.0	9706.0	11184.0	9105.0	7781.0	12657.0	10196.0	10249.0	6736.0	11811.0	9476.0	8252.0	16041.0	10455.0	10808.0	9003.0	11114.0	10123.0	8903.0	16311.0	8166.0	6439.0	11972.0	11264.0	9554.0	10041.0	7712.0	9791.0	10534.0	11229.0	32481.0	7295.0	9722.0	10591.0	8349.0	11138.0	8473.0	19629.0	14535.0	8824.0	15463.0	8974.0	7660.0	7789.0	28970.0	14008.0	10671.0	12090.0	12040.0	10674.0	18900.0	11673.0	7222.0
taw:EI545_05185_phnK	Phosphonate and phosphinate metabolism	phnK	33377.0	11049.0	12520.0	7885.0	12643.0	9526.0	16639.0	15867.0	13803.0	7907.0	11748.0	14429.0	8412.0	9861.0	7508.0	21257.0	10861.0	9200.0	10569.0	13505.0	9852.0	13391.0	11064.0	7016.0	11566.0	10180.0	10557.0	6452.0	10336.0	9229.0	8221.0	13171.0	11777.0	9167.0	7629.0	11308.0	10342.0	8691.0	12175.0	8736.0	6455.0	10843.0	10988.0	8132.0	9921.0	6379.0	8409.0	10795.0	9846.0	31705.0	7144.0	10264.0	8889.0	6933.0	10635.0	6908.0	14809.0	14745.0	8459.0	12872.0	9111.0	7551.0	6858.0	31065.0	11490.0	9971.0	12515.0	11089.0	12547.0	13843.0	11557.0	8196.0
taw:EI545_05180_phnL	Phosphonate and phosphinate metabolism	phnL	33404.0	8691.0	9368.0	5524.0	7491.0	7851.0	14327.0	15578.0	11725.0	6378.0	9842.0	11681.0	5765.0	8151.0	7751.0	20584.0	8444.0	8179.0	9737.0	12611.0	8103.0	9808.0	8612.0	4996.0	8162.0	7045.0	6477.0	4656.0	7991.0	7637.0	5854.0	11295.0	9890.0	7235.0	5540.0	7776.0	7447.0	6197.0	10726.0	6873.0	4464.0	8848.0	8762.0	6607.0	8480.0	5571.0	8527.0	8425.0	7320.0	41683.0	5212.0	6520.0	7108.0	5995.0	7852.0	5782.0	12114.0	10125.0	5737.0	13275.0	6101.0	6065.0	4934.0	20769.0	10923.0	9111.0	9547.0	8825.0	8818.0	15350.0	10212.0	5145.0
taw:EI545_05165_phnM	Phosphonate and phosphinate metabolism	phnM	242457.0	68862.0	79412.0	55590.0	71011.0	54771.0	110876.0	100747.0	90520.0	51691.0	83171.0	92646.0	50861.0	76453.0	54386.0	158570.0	71831.0	63864.0	77626.0	86305.0	61578.0	99036.0	66549.0	56876.0	76551.0	67978.0	69196.0	47236.0	81452.0	66135.0	60457.0	88824.0	70872.0	58749.0	65388.0	76085.0	68631.0	64616.0	78781.0	55070.0	47657.0	82646.0	73276.0	57608.0	68491.0	52549.0	59930.0	84502.0	72550.0	187140.0	44868.0	76232.0	63480.0	48311.0	72760.0	47624.0	96417.0	99244.0	61872.0	83889.0	62413.0	51999.0	41603.0	173409.0	82878.0	69977.0	75154.0	71663.0	72361.0	104138.0	73572.0	58915.0
taw:EI545_16430_phnN	Phosphonate and phosphinate metabolism	phnN	59695.0	17154.0	19869.0	13901.0	15576.0	13747.0	25643.0	26253.0	19954.0	10266.0	16442.0	19923.0	11669.0	16430.0	11741.0	38903.0	15197.0	15681.0	18908.0	22981.0	12384.0	19680.0	13971.0	12359.0	17399.0	20808.0	16700.0	10748.0	19140.0	17725.0	15070.0	22642.0	18400.0	12922.0	12855.0	16816.0	16218.0	14621.0	22598.0	15277.0	10914.0	20807.0	20694.0	13975.0	15980.0	9578.0	15169.0	19995.0	15589.0	46204.0	10493.0	17230.0	15719.0	11687.0	18613.0	11318.0	23552.0	21671.0	13500.0	20307.0	13863.0	12348.0	10311.0	48031.0	26730.0	14005.0	17201.0	18276.0	18642.0	24040.0	17550.0	14047.0
1006000.GKAS_04075_phnO	Phosphonate and phosphinate metabolism	phnO	116028.0	38042.0	42862.0	29884.0	33042.0	25507.0	57183.0	47641.0	36496.0	21739.0	37245.0	45635.0	29227.0	41681.0	21586.0	85194.0	31072.0	29689.0	37174.0	39025.0	30059.0	50916.0	36872.0	25375.0	28940.0	41655.0	33766.0	20543.0	34404.0	30049.0	25017.0	44131.0	27025.0	22558.0	28256.0	38527.0	38000.0	33215.0	31294.0	27618.0	20437.0	44291.0	33254.0	28926.0	34029.0	31432.0	29934.0	48139.0	24745.0	82726.0	22887.0	36575.0	29692.0	24618.0	32539.0	25715.0	34516.0	47744.0	27278.0	46265.0	32163.0	28267.0	15685.0	107496.0	32574.0	35636.0	31852.0	35287.0	38536.0	59777.0	32364.0	36484.0
1001585.MDS_1779_phnP	Phosphonate and phosphinate metabolism	phnP	278802.0	93842.0	99387.0	69250.0	88609.0	64363.0	137252.0	109381.0	104684.0	71222.0	80910.0	102403.0	60840.0	86961.0	57705.0	211492.0	71589.0	78064.0	85382.0	89978.0	77185.0	124061.0	90333.0	68717.0	96478.0	99963.0	81913.0	53141.0	91690.0	85824.0	64925.0	101133.0	68376.0	62369.0	75103.0	96694.0	82120.0	80728.0	79699.0	72822.0	49446.0	111435.0	89615.0	71925.0	85829.0	65105.0	70016.0	124264.0	66857.0	195599.0	55430.0	88394.0	62225.0	65395.0	78503.0	55653.0	90683.0	111806.0	72228.0	93965.0	70331.0	65015.0	40331.0	234450.0	86434.0	83491.0	75805.0	73825.0	87882.0	136123.0	84223.0	80522.0
1001240.GY21_01875_phnPP	Phosphonate and phosphinate metabolism	phnPP	276137.0	91017.0	105958.0	74611.0	85308.0	54457.0	123949.0	118397.0	95320.0	58729.0	91986.0	109441.0	68026.0	94900.0	55634.0	207624.0	82630.0	76268.0	79201.0	90774.0	70973.0	119570.0	84317.0	66283.0	84384.0	109420.0	85642.0	59951.0	83263.0	81531.0	62794.0	104150.0	64887.0	65293.0	70878.0	97189.0	85879.0	80589.0	81121.0	70890.0	49017.0	98824.0	77631.0	75308.0	82455.0	70371.0	74141.0	120774.0	70487.0	207837.0	59049.0	92677.0	66608.0	63058.0	82902.0	58944.0	86363.0	126090.0	73997.0	111081.0	84320.0	70270.0	41964.0	234155.0	80076.0	84190.0	77238.0	85144.0	82023.0	133713.0	82936.0	87426.0
A0A0J2K9Y3_phnR	Others	phnR	2732.0	668.0	334.0	214.0	171.0	304.0	632.0	295.0	1000.0	378.0	549.0	1370.0	39.0	686.0	1028.0	2146.0	174.0	180.0	110.0	617.0	582.0	515.0	579.0	63.0	293.0	974.0	581.0	397.0	273.0	574.0	100.0	472.0	252.0	124.0	42.0	962.0	822.0	1029.0	1132.0	963.0	423.0	1079.0	631.0	903.0	785.0	486.0	393.0	894.0	190.0	794.0	407.0	1428.0	317.0	529.0	527.0	263.0	665.0	1053.0	751.0	594.0	729.0	373.0	502.0	3310.0	907.0	1212.0	720.0	436.0	265.0	595.0	230.0	703.0
tsm:ASU32_11405_phnS	Transporters	phnS	117763.0	34657.0	50300.0	33460.0	31641.0	26898.0	52454.0	37601.0	28622.0	18617.0	35701.0	59190.0	30340.0	40893.0	14695.0	51501.0	21482.0	23602.0	39635.0	41305.0	41035.0	57227.0	27702.0	28700.0	37951.0	43401.0	44884.0	25844.0	32670.0	33072.0	28724.0	35893.0	19103.0	22941.0	39280.0	51739.0	48741.0	48913.0	19611.0	15969.0	15594.0	39877.0	35140.0	31144.0	45969.0	35384.0	22753.0	55810.0	29591.0	82132.0	35236.0	44576.0	26177.0	24535.0	35500.0	23238.0	26763.0	37520.0	37895.0	45712.0	40451.0	35698.0	11862.0	54810.0	30480.0	28756.0	29877.0	32907.0	41254.0	67768.0	30073.0	32465.0
tpr:Tpau_2098_phnT	Transporters	phnT	3977.0	459.0	1109.0	537.0	520.0	842.0	1797.0	971.0	1849.0	634.0	1206.0	747.0	1161.0	1581.0	1654.0	4157.0	1077.0	1183.0	723.0	611.0	305.0	1146.0	828.0	1028.0	813.0	698.0	780.0	517.0	1006.0	1440.0	787.0	1406.0	1305.0	2257.0	1146.0	1452.0	1928.0	1190.0	2084.0	1904.0	875.0	901.0	504.0	1183.0	1202.0	538.0	1028.0	1953.0	1018.0	2807.0	817.0	1278.0	522.0	1307.0	551.0	506.0	1585.0	1874.0	1214.0	1782.0	886.0	1209.0	871.0	4104.0	1235.0	1204.0	580.0	1461.0	1107.0	1053.0	551.0	440.0
tsm:ASU32_11395_phnU	Transporters	phnU	88078.0	29390.0	34534.0	23378.0	27674.0	22400.0	44392.0	42965.0	30641.0	20166.0	34279.0	37224.0	24159.0	32105.0	20803.0	54424.0	25531.0	23855.0	26046.0	34713.0	28340.0	35011.0	26524.0	21310.0	34866.0	31270.0	32519.0	18444.0	30701.0	27507.0	24208.0	36573.0	26617.0	22245.0	28939.0	32814.0	31387.0	26994.0	28845.0	23972.0	15118.0	31267.0	29579.0	26188.0	30643.0	21677.0	23278.0	38267.0	33254.0	77261.0	21724.0	33290.0	25902.0	16637.0	26950.0	20396.0	40551.0	34565.0	26879.0	34300.0	27885.0	24947.0	13745.0	70919.0	23960.0	25934.0	26086.0	31016.0	32084.0	46456.0	31137.0	20860.0
tsm:ASU32_11390_phnV	Transporters	phnV	208134.0	64196.0	78893.0	48835.0	60008.0	45987.0	90140.0	72486.0	68669.0	40179.0	61650.0	78723.0	52267.0	66703.0	38252.0	128328.0	52864.0	52981.0	60324.0	64334.0	52631.0	81910.0	57562.0	45839.0	61832.0	69116.0	62092.0	40557.0	62110.0	57637.0	44859.0	69080.0	45745.0	45738.0	51425.0	69901.0	67021.0	64113.0	51209.0	40916.0	32282.0	72737.0	54497.0	48531.0	60543.0	48877.0	51461.0	81868.0	53796.0	142934.0	46960.0	65646.0	47097.0	40971.0	60626.0	43575.0	64608.0	78241.0	55486.0	70724.0	58004.0	49806.0	31208.0	146207.0	59379.0	60782.0	57641.0	58991.0	64718.0	95890.0	55263.0	55670.0
